page_number,url,http_status_code,page_title,html_filename,txt_filename,html_size_bytes,word_count,timestamp,status
524,https://news.fnal.gov/tag/neutrino-oscillation/,200,neutrino oscillation Archives - News,0524_news.fnal.gov_tag_neutrino-oscillation.html,0524_news.fnal.gov_tag_neutrino-oscillation.txt,73908,520,2026-06-10 13:43:23,SUCCESS
525,https://news.fnal.gov/tag/nova/page/2/,200,NOvA Archives - Page 2 of 6 - News,0525_news.fnal.gov_tag_nova_page_2.html,0525_news.fnal.gov_tag_nova_page_2.txt,91823,998,2026-06-10 13:43:26,SUCCESS
526,https://news.fnal.gov/2024/12/double-the-data-neutrino-hunters-nearing-long-sought-answer-in-fundamental-physics/,200,Double the data: neutrino hunters nearing long-sought answer in fundamental physics,0526_news.fnal.gov_2024_12_double-the-data-neutrino-hunters-.html,0526_news.fnal.gov_2024_12_double-the-data-neutrino-hunters-.txt,80107,536,2026-06-10 13:43:27,SUCCESS
527,https://news.fnal.gov/tag/nova/page/6/,200,NOvA Archives - Page 6 of 6 - News,0527_news.fnal.gov_tag_nova_page_6.html,0527_news.fnal.gov_tag_nova_page_6.txt,84668,627,2026-06-10 13:43:29,SUCCESS
528,https://news.fnal.gov/tag/result/,200,result Archives - News,0528_news.fnal.gov_tag_result.html,0528_news.fnal.gov_tag_result.txt,99170,1030,2026-06-10 13:43:31,SUCCESS
529,https://news.fnal.gov/2021/09/doe-invests-13-7-million-for-research-in-data-reduction-for-science/,200,DOE invests $13.7 million for research in data reduction for science,0529_news.fnal.gov_2021_09_doe-invests-13-7-million-for-rese.html,0529_news.fnal.gov_2021_09_doe-invests-13-7-million-for-rese.txt,87844,1112,2026-06-10 13:43:33,SUCCESS
530,https://news.fnal.gov/tag/tevatron/,200,Tevatron Archives - News,0530_news.fnal.gov_tag_tevatron.html,0530_news.fnal.gov_tag_tevatron.txt,88008,937,2026-06-10 13:43:35,SUCCESS
531,https://news.fnal.gov/tag/computing/page/3/,200,computing Archives - Page 3 of 8 - News,0531_news.fnal.gov_tag_computing_page_3.html,0531_news.fnal.gov_tag_computing_page_3.txt,90324,1000,2026-06-10 13:43:37,SUCCESS
532,https://news.fnal.gov/tag/quantum-internet/,200,quantum internet Archives - News,0532_news.fnal.gov_tag_quantum-internet.html,0532_news.fnal.gov_tag_quantum-internet.txt,89872,1013,2026-06-10 13:43:40,SUCCESS
533,https://news.fnal.gov/tag/data/,200,data Archives - News,0533_news.fnal.gov_tag_data.html,0533_news.fnal.gov_tag_data.txt,76374,515,2026-06-10 13:43:42,SUCCESS
534,https://news.fnal.gov/tag/quantum-entanglement/,200,quantum entanglement Archives - News,0534_news.fnal.gov_tag_quantum-entanglement.html,0534_news.fnal.gov_tag_quantum-entanglement.txt,82572,546,2026-06-10 13:43:43,SUCCESS
535,https://news.fnal.gov/tag/qcd/,200,QCD Archives - News,0535_news.fnal.gov_tag_qcd.html,0535_news.fnal.gov_tag_qcd.txt,72797,457,2026-06-10 13:43:45,SUCCESS
536,https://news.fnal.gov/2022/11/a-minute-with-sajid-ali-syed-computational-science-and-ai-research-associate/,200,"A minute with Sajid Ali Syed, computational science and AI research associate",0536_news.fnal.gov_2022_11_a-minute-with-sajid-ali-syed-comp.html,0536_news.fnal.gov_2022_11_a-minute-with-sajid-ali-syed-comp.txt,88441,1126,2026-06-10 13:43:47,SUCCESS
537,https://news.fnal.gov/2021/02/coffea-speeds-up-particle-physics-data-analysis/,200,Coffea speeds up particle physics data analysis,0537_news.fnal.gov_2021_02_coffea-speeds-up-particle-physics.html,0537_news.fnal.gov_2021_02_coffea-speeds-up-particle-physics.txt,91430,1690,2026-06-10 13:43:50,SUCCESS
538,https://news.fnal.gov/tag/computing/page/8/,200,computing Archives - Page 8 of 8 - News,0538_news.fnal.gov_tag_computing_page_8.html,0538_news.fnal.gov_tag_computing_page_8.txt,77983,620,2026-06-10 13:43:52,SUCCESS
539,https://news.fnal.gov/tag/fermilab/,200,Fermilab Archives - News,0539_news.fnal.gov_tag_fermilab.html,0539_news.fnal.gov_tag_fermilab.txt,78274,620,2026-06-10 13:43:54,SUCCESS
540,https://news.fnal.gov/tag/science-and-technology-facilities-council/,200,Science and Technology Facilities Council Archives - News,0540_news.fnal.gov_tag_science-and-technology-facilities-cou.html,0540_news.fnal.gov_tag_science-and-technology-facilities-cou.txt,76775,534,2026-06-10 13:43:56,SUCCESS
541,https://news.fnal.gov/2021/07/how-physics-explores-the-worlds-unanswered-questions/,200,How physics explores the world’s unanswered questions,0541_news.fnal.gov_2021_07_how-physics-explores-the-worlds-u.html,0541_news.fnal.gov_2021_07_how-physics-explores-the-worlds-u.txt,79522,488,2026-06-10 13:43:59,SUCCESS
542,https://news.fnal.gov/tag/united-kingdom/,200,United Kingdom Archives - News,0542_news.fnal.gov_tag_united-kingdom.html,0542_news.fnal.gov_tag_united-kingdom.txt,95227,1148,2026-06-10 13:44:00,SUCCESS
543,https://news.fnal.gov/tag/computing/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0543_news.fnal.gov_tag_computing_search.html,0543_news.fnal.gov_tag_computing_search.txt,69441,324,2026-06-10 13:44:02,SUCCESS
544,https://news.fnal.gov/tag/computing/page/2/,200,computing Archives - Page 2 of 8 - News,0544_news.fnal.gov_tag_computing_page_2.html,0544_news.fnal.gov_tag_computing_page_2.txt,93065,1134,2026-06-10 13:44:05,SUCCESS
545,https://news.fnal.gov/2026/01/fermilab-and-unicamp-enter-next-phase-of-collaboration-on-argon-purification-for-dune/,200,Fermilab and UNICAMP enter next phase of collaboration on argon purification for DUNE,0545_news.fnal.gov_2026_01_fermilab-and-unicamp-enter-next-p.html,0545_news.fnal.gov_2026_01_fermilab-and-unicamp-enter-next-p.txt,91972,1306,2026-06-10 13:44:07,SUCCESS
546,https://news.fnal.gov/tag/brazil/,200,Brazil Archives - News,0546_news.fnal.gov_tag_brazil.html,0546_news.fnal.gov_tag_brazil.txt,95328,1079,2026-06-10 13:44:09,SUCCESS
547,https://news.fnal.gov/2025/06/argonne-and-fermilab-receive-3-2m-in-federal-funding-for-nuclear-transmutation-technology/,200,Argonne and Fermilab receive $3.2M in federal funding for nuclear transmutation technology,0547_news.fnal.gov_2025_06_argonne-and-fermilab-receive-3-2m.html,0547_news.fnal.gov_2025_06_argonne-and-fermilab-receive-3-2m.txt,95034,1939,2026-06-10 13:44:11,SUCCESS
548,https://news.fnal.gov/tag/srf-cavities/,200,SRF cavities Archives - News,0548_news.fnal.gov_tag_srf-cavities.html,0548_news.fnal.gov_tag_srf-cavities.txt,70600,394,2026-06-10 13:44:13,SUCCESS
549,https://news.fnal.gov/tag/cryogenics/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0549_news.fnal.gov_tag_cryogenics_search.html,0549_news.fnal.gov_tag_cryogenics_search.txt,69441,324,2026-06-10 13:44:15,SUCCESS
550,https://news.fnal.gov/tag/nuclear-energy/,200,nuclear energy Archives - News,0550_news.fnal.gov_tag_nuclear-energy.html,0550_news.fnal.gov_tag_nuclear-energy.txt,69790,336,2026-06-10 13:44:18,SUCCESS
551,https://news.fnal.gov/tag/cryogenics/page/2/,200,cryogenics Archives - Page 2 of 3 - News,0551_news.fnal.gov_tag_cryogenics_page_2.html,0551_news.fnal.gov_tag_cryogenics_page_2.txt,89690,900,2026-06-10 13:44:20,SUCCESS
552,https://news.fnal.gov/2026/02/keeping-liquid-argon-chilled-underground-is-one-of-dunes-coolest-challenges/,200,Keeping liquid argon chilled underground is one of DUNE’s coolest challenges,0552_news.fnal.gov_2026_02_keeping-liquid-argon-chilled-unde.html,0552_news.fnal.gov_2026_02_keeping-liquid-argon-chilled-unde.txt,96597,1667,2026-06-10 13:44:22,SUCCESS
553,https://news.fnal.gov/tag/cryogenics/page/3/,200,cryogenics Archives - Page 3 of 3 - News,0553_news.fnal.gov_tag_cryogenics_page_3.html,0553_news.fnal.gov_tag_cryogenics_page_3.txt,68187,323,2026-06-10 13:44:24,SUCCESS
554,https://news.fnal.gov/tag/emerging-technologies/page/3/,200,emerging technologies Archives - Page 3 of 6 - News,0554_news.fnal.gov_tag_emerging-technologies_page_3.html,0554_news.fnal.gov_tag_emerging-technologies_page_3.txt,91954,833,2026-06-10 13:44:26,SUCCESS
555,https://news.fnal.gov/tag/emerging-technologies/page/2/,200,emerging technologies Archives - Page 2 of 6 - News,0555_news.fnal.gov_tag_emerging-technologies_page_2.html,0555_news.fnal.gov_tag_emerging-technologies_page_2.txt,92285,846,2026-06-10 13:44:28,SUCCESS
556,https://news.fnal.gov/tag/emerging-technologies/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0556_news.fnal.gov_tag_emerging-technologies_search.html,0556_news.fnal.gov_tag_emerging-technologies_search.txt,69441,324,2026-06-10 13:44:30,SUCCESS
557,https://news.fnal.gov/tag/quantum-sensor/,200,quantum sensor Archives - News,0557_news.fnal.gov_tag_quantum-sensor.html,0557_news.fnal.gov_tag_quantum-sensor.txt,89973,912,2026-06-10 13:44:32,SUCCESS
558,https://news.fnal.gov/2026/03/scientists-head-underground-to-measure-effects-of-gamma-rays-on-superconducting-qubits/,200,Scientists head underground to measure effects of gamma rays on superconducting qubits,0558_news.fnal.gov_2026_03_scientists-head-underground-to-me.html,0558_news.fnal.gov_2026_03_scientists-head-underground-to-me.txt,93670,1554,2026-06-10 13:44:34,SUCCESS
559,https://news.fnal.gov/tag/photon-detectors/,200,photon detectors Archives - News,0559_news.fnal.gov_tag_photon-detectors.html,0559_news.fnal.gov_tag_photon-detectors.txt,67585,331,2026-06-10 13:44:36,SUCCESS
560,https://news.fnal.gov/tag/emerging-technologies/page/6/,200,emerging technologies Archives - Page 6 of 6 - News,0560_news.fnal.gov_tag_emerging-technologies_page_6.html,0560_news.fnal.gov_tag_emerging-technologies_page_6.txt,94033,815,2026-06-10 13:44:38,SUCCESS
561,https://news.fnal.gov/tag/astrophysics/page/19/,200,astrophysics Archives - Page 19 of 19 - News,0561_news.fnal.gov_tag_astrophysics_page_19.html,0561_news.fnal.gov_tag_astrophysics_page_19.txt,81289,754,2026-06-10 13:44:40,SUCCESS
562,https://news.fnal.gov/2023/11/fermilab-astrophysicist-receives-2023-doe-early-career-research-award-to-build-more-sensitive-detectors-to-observe-distant-galaxies/,200,Fermilab astrophysicist receives 2023 DOE Early Career Research award to build more sensitive detectors to observe distant galaxies,0562_news.fnal.gov_2023_11_fermilab-astrophysicist-receives-.html,0562_news.fnal.gov_2023_11_fermilab-astrophysicist-receives-.txt,91511,1473,2026-06-10 13:44:42,SUCCESS
563,https://news.fnal.gov/tag/gamma-ray/,200,gamma ray Archives - News,0563_news.fnal.gov_tag_gamma-ray.html,0563_news.fnal.gov_tag_gamma-ray.txt,85493,720,2026-06-10 13:44:44,SUCCESS
564,https://news.fnal.gov/2026/02/american-physical-society-recognizes-fermilab-scientists/,200,American Physical Society recognizes Fermilab scientists,0564_news.fnal.gov_2026_02_american-physical-society-recogni.html,0564_news.fnal.gov_2026_02_american-physical-society-recogni.txt,97830,1040,2026-06-10 13:44:46,SUCCESS
565,https://news.fnal.gov/tag/quantum-chromodynamics/,200,quantum chromodynamics Archives - News,0565_news.fnal.gov_tag_quantum-chromodynamics.html,0565_news.fnal.gov_tag_quantum-chromodynamics.txt,82685,652,2026-06-10 13:44:48,SUCCESS
566,https://news.fnal.gov/tag/siena-galaxy-atlas/,200,Siena Galaxy Atlas Archives - News,0566_news.fnal.gov_tag_siena-galaxy-atlas.html,0566_news.fnal.gov_tag_siena-galaxy-atlas.txt,69288,332,2026-06-10 13:44:50,SUCCESS
567,https://news.fnal.gov/tag/baryon/,200,baryon Archives - News,0567_news.fnal.gov_tag_baryon.html,0567_news.fnal.gov_tag_baryon.txt,69264,311,2026-06-10 13:44:52,SUCCESS
568,https://news.fnal.gov/tag/astrophysics/page/2/,200,astrophysics Archives - Page 2 of 19 - News,0568_news.fnal.gov_tag_astrophysics_page_2.html,0568_news.fnal.gov_tag_astrophysics_page_2.txt,95652,878,2026-06-10 13:44:55,SUCCESS
569,https://news.fnal.gov/tag/astrophysics/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0569_news.fnal.gov_tag_astrophysics_search.html,0569_news.fnal.gov_tag_astrophysics_search.txt,69441,324,2026-06-10 13:44:56,SUCCESS
570,https://news.fnal.gov/2024/12/ten-ways-fermilab-advanced-science-and-technology-in-2024/,200,Ten ways Fermilab advanced science and technology in 2024,0570_news.fnal.gov_2024_12_ten-ways-fermilab-advanced-scienc.html,0570_news.fnal.gov_2024_12_ten-ways-fermilab-advanced-scienc.txt,128734,3469,2026-06-10 13:44:59,SUCCESS
571,https://news.fnal.gov/tag/cmb/,200,CMB Archives - News,0571_news.fnal.gov_tag_cmb.html,0571_news.fnal.gov_tag_cmb.txt,76395,426,2026-06-10 13:45:01,SUCCESS
572,https://news.fnal.gov/tag/astrophysics/page/3/,200,astrophysics Archives - Page 3 of 19 - News,0572_news.fnal.gov_tag_astrophysics_page_3.html,0572_news.fnal.gov_tag_astrophysics_page_3.txt,94144,1139,2026-06-10 13:45:03,SUCCESS
573,https://news.fnal.gov/tag/galaxies/,200,galaxies Archives - News,0573_news.fnal.gov_tag_galaxies.html,0573_news.fnal.gov_tag_galaxies.txt,71682,373,2026-06-10 13:45:05,SUCCESS
574,https://news.fnal.gov/tag/antimatter/,200,antimatter Archives - News,0574_news.fnal.gov_tag_antimatter.html,0574_news.fnal.gov_tag_antimatter.txt,86155,842,2026-06-10 13:45:07,SUCCESS
575,https://news.fnal.gov/tag/astronomical-clock/,200,astronomical clock Archives - News,0575_news.fnal.gov_tag_astronomical-clock.html,0575_news.fnal.gov_tag_astronomical-clock.txt,68503,302,2026-06-10 13:45:10,SUCCESS
576,https://news.fnal.gov/tag/american-physical-society/,200,American Physical Society Archives - News,0576_news.fnal.gov_tag_american-physical-society.html,0576_news.fnal.gov_tag_american-physical-society.txt,85964,637,2026-06-10 13:45:12,SUCCESS
577,https://news.fnal.gov/tag/line-intensity-mapping/,200,line-intensity mapping Archives - News,0577_news.fnal.gov_tag_line-intensity-mapping.html,0577_news.fnal.gov_tag_line-intensity-mapping.txt,69200,318,2026-06-10 13:45:14,SUCCESS
578,https://news.fnal.gov/tag/dark-energy-survey/,200,Dark Energy Survey Archives - News,0578_news.fnal.gov_tag_dark-energy-survey.html,0578_news.fnal.gov_tag_dark-energy-survey.txt,90113,964,2026-06-10 13:45:16,SUCCESS
579,https://news.fnal.gov/2022/10/15-spectacular-photos-from-the-dark-energy-camera/,200,15 spectacular photos from the Dark Energy Camera,0579_news.fnal.gov_2022_10_15-spectacular-photos-from-the-da.html,0579_news.fnal.gov_2022_10_15-spectacular-photos-from-the-da.txt,121302,1942,2026-06-10 13:45:18,SUCCESS
580,https://news.fnal.gov/tag/site-access/,200,site access Archives - News,0580_news.fnal.gov_tag_site-access.html,0580_news.fnal.gov_tag_site-access.txt,76803,455,2026-06-10 13:45:20,SUCCESS
581,https://news.fnal.gov/2024/09/ana-martina-botti-wins-2024-ura-honorary-tollestrup-award-for-postdoctoral-research/,200,Ana Martina Botti receives 2024 URA Honorary Tollestrup Award for Postdoctoral Research,0581_news.fnal.gov_2024_09_ana-martina-botti-wins-2024-ura-h.html,0581_news.fnal.gov_2024_09_ana-martina-botti-wins-2024-ura-h.txt,90610,1502,2026-06-10 13:45:22,SUCCESS
582,https://news.fnal.gov/2025/02/fermilabs-anna-grassellino-receives-one-of-italys-highest-honors/,200,Fermilab’s Anna Grassellino receives one of Italy’s highest honors,0582_news.fnal.gov_2025_02_fermilabs-anna-grassellino-receiv.html,0582_news.fnal.gov_2025_02_fermilabs-anna-grassellino-receiv.txt,88836,1218,2026-06-10 13:45:24,SUCCESS
583,https://news.fnal.gov/2024/07/fermilabs-anna-grassellino-receives-prestigious-marisa-bellisario-award/,200,Fermilab’s Anna Grassellino receives prestigious Marisa Bellisario Award,0583_news.fnal.gov_2024_07_fermilabs-anna-grassellino-receiv.html,0583_news.fnal.gov_2024_07_fermilabs-anna-grassellino-receiv.txt,89844,960,2026-06-10 13:45:26,SUCCESS
584,https://news.fnal.gov/tag/award/page/2/,200,award Archives - Page 2 of 3 - News,0584_news.fnal.gov_tag_award_page_2.html,0584_news.fnal.gov_tag_award_page_2.txt,92560,733,2026-06-10 13:45:28,SUCCESS
585,https://news.fnal.gov/tag/award/page/3/,200,award Archives - Page 3 of 3 - News,0585_news.fnal.gov_tag_award_page_3.html,0585_news.fnal.gov_tag_award_page_3.txt,73089,392,2026-06-10 13:45:30,SUCCESS
586,https://news.fnal.gov/tag/award/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0586_news.fnal.gov_tag_award_search.html,0586_news.fnal.gov_tag_award_search.txt,69441,324,2026-06-10 13:45:32,SUCCESS
587,https://news.fnal.gov/tag/anna-grassellino/,200,Anna Grassellino Archives - News,0587_news.fnal.gov_tag_anna-grassellino.html,0587_news.fnal.gov_tag_anna-grassellino.txt,84221,876,2026-06-10 13:45:35,SUCCESS
588,https://news.fnal.gov/tag/women-in-stem/,200,women in STEM Archives - News,0588_news.fnal.gov_tag_women-in-stem.html,0588_news.fnal.gov_tag_women-in-stem.txt,72072,421,2026-06-10 13:45:37,SUCCESS
589,https://news.fnal.gov/2024/11/designing-resilient-targets-for-high-energy-particle-accelerators/,200,Designing resilient targets for high-energy particle accelerators,0589_news.fnal.gov_2024_11_designing-resilient-targets-for-h.html,0589_news.fnal.gov_2024_11_designing-resilient-targets-for-h.txt,94607,1851,2026-06-10 13:45:39,SUCCESS
590,https://news.fnal.gov/2026/03/fermilabs-fast-iota-facility-achieves-major-milestone-in-accelerator-research/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0590_news.fnal.gov_2026_03_fermilabs-fast-iota-facility-achi.html,0590_news.fnal.gov_2026_03_fermilabs-fast-iota-facility-achi.txt,69441,324,2026-06-10 13:45:41,SUCCESS
591,https://news.fnal.gov/tag/microboone/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0591_news.fnal.gov_tag_microboone_search.html,0591_news.fnal.gov_tag_microboone_search.txt,69441,324,2026-06-10 13:45:43,SUCCESS
592,https://news.fnal.gov/tag/microboone/page/7/,200,MicroBooNE Archives - Page 7 of 7 - News,0592_news.fnal.gov_tag_microboone_page_7.html,0592_news.fnal.gov_tag_microboone_page_7.txt,73762,396,2026-06-10 13:45:46,SUCCESS
593,https://news.fnal.gov/tag/microboone/page/2/,200,MicroBooNE Archives - Page 2 of 7 - News,0593_news.fnal.gov_tag_microboone_page_2.html,0593_news.fnal.gov_tag_microboone_page_2.txt,89938,829,2026-06-10 13:45:48,SUCCESS
594,https://news.fnal.gov/tag/microboone/page/3/,200,MicroBooNE Archives - Page 3 of 7 - News,0594_news.fnal.gov_tag_microboone_page_3.html,0594_news.fnal.gov_tag_microboone_page_3.txt,87399,880,2026-06-10 13:45:50,SUCCESS
595,https://news.fnal.gov/tag/magnes/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0595_news.fnal.gov_tag_magnes_search.html,0595_news.fnal.gov_tag_magnes_search.txt,69441,324,2026-06-10 13:45:52,SUCCESS
596,https://news.fnal.gov/2026/01/fermilab-researchers-supercharge-neural-networks-boosting-potential-of-ai-to-revolutionize-particle-physics/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0596_news.fnal.gov_2026_01_fermilab-researchers-supercharge-.html,0596_news.fnal.gov_2026_01_fermilab-researchers-supercharge-.txt,69441,324,2026-06-10 13:45:54,SUCCESS
597,https://news.fnal.gov/tag/lbnf-dune/page/7/,200,LBNF/DUNE Archives - Page 7 of 7 - News,0597_news.fnal.gov_tag_lbnf-dune_page_7.html,0597_news.fnal.gov_tag_lbnf-dune_page_7.txt,81012,613,2026-06-10 13:45:57,SUCCESS
598,https://news.fnal.gov/tag/lbnf-dune/page/2/,200,LBNF/DUNE Archives - Page 2 of 7 - News,0598_news.fnal.gov_tag_lbnf-dune_page_2.html,0598_news.fnal.gov_tag_lbnf-dune_page_2.txt,91713,857,2026-06-10 13:45:59,SUCCESS
599,https://news.fnal.gov/tag/lbnf-dune/page/3/,200,LBNF/DUNE Archives - Page 3 of 7 - News,0599_news.fnal.gov_tag_lbnf-dune_page_3.html,0599_news.fnal.gov_tag_lbnf-dune_page_3.txt,85929,930,2026-06-10 13:46:01,SUCCESS
600,https://news.fnal.gov/tag/lbnf-dune/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0600_news.fnal.gov_tag_lbnf-dune_search.html,0600_news.fnal.gov_tag_lbnf-dune_search.txt,69441,324,2026-06-10 13:46:03,SUCCESS
601,https://news.fnal.gov/2015/06/u-s-joins-the-world-in-a-new-era-of-research-at-the-large-hadron-collider-2/,200,U.S. joins the world in a new era of research at the Large Hadron Collider,0601_news.fnal.gov_2015_06_u-s-joins-the-world-in-a-new-era-.html,0601_news.fnal.gov_2015_06_u-s-joins-the-world-in-a-new-era-.txt,90636,1640,2026-06-10 13:46:06,SUCCESS
602,https://news.fnal.gov/2015/05/two-large-hadron-collider-experiments-first-to-observe-rare-subatomic-process/,200,Two Large Hadron Collider experiments first to observe rare subatomic process,0602_news.fnal.gov_2015_05_two-large-hadron-collider-experim.html,0602_news.fnal.gov_2015_05_two-large-hadron-collider-experim.txt,89742,1409,2026-06-10 13:46:08,SUCCESS
603,https://news.fnal.gov/tag/particle-decay/,200,particle decay Archives - News,0603_news.fnal.gov_tag_particle-decay.html,0603_news.fnal.gov_tag_particle-decay.txt,70971,395,2026-06-10 13:46:11,SUCCESS
604,https://news.fnal.gov/tag/lhcb/,200,LHCb Archives - News,0604_news.fnal.gov_tag_lhcb.html,0604_news.fnal.gov_tag_lhcb.txt,89653,775,2026-06-10 13:46:13,SUCCESS
605,https://news.fnal.gov/tag/u-s-cms/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0605_news.fnal.gov_tag_u-s-cms_search.html,0605_news.fnal.gov_tag_u-s-cms_search.txt,69441,324,2026-06-10 13:46:15,SUCCESS
606,https://news.fnal.gov/tag/measurements/,200,measurements Archives - News,0606_news.fnal.gov_tag_measurements.html,0606_news.fnal.gov_tag_measurements.txt,78072,608,2026-06-10 13:46:17,SUCCESS
607,https://news.fnal.gov/tag/theory/page/2/,200,theory Archives - Page 2 of 6 - News,0607_news.fnal.gov_tag_theory_page_2.html,0607_news.fnal.gov_tag_theory_page_2.txt,86585,839,2026-06-10 13:46:19,SUCCESS
608,https://news.fnal.gov/tag/theory/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0608_news.fnal.gov_tag_theory_search.html,0608_news.fnal.gov_tag_theory_search.txt,69441,324,2026-06-10 13:46:21,SUCCESS
609,https://news.fnal.gov/tag/theory/page/6/,200,theory Archives - Page 6 of 6 - News,0609_news.fnal.gov_tag_theory_page_6.html,0609_news.fnal.gov_tag_theory_page_6.txt,76552,432,2026-06-10 13:46:24,SUCCESS
610,https://news.fnal.gov/tag/theory/page/3/,200,theory Archives - Page 3 of 6 - News,0610_news.fnal.gov_tag_theory_page_3.html,0610_news.fnal.gov_tag_theory_page_3.txt,87338,968,2026-06-10 13:46:26,SUCCESS
611,https://news.fnal.gov/tag/machine-learning/page/2/,200,machine learning Archives - Page 2 of 3 - News,0611_news.fnal.gov_tag_machine-learning_page_2.html,0611_news.fnal.gov_tag_machine-learning_page_2.txt,93076,1024,2026-06-10 13:46:28,SUCCESS
612,https://news.fnal.gov/tag/lpc/,200,LPC Archives - News,0612_news.fnal.gov_tag_lpc.html,0612_news.fnal.gov_tag_lpc.txt,69535,371,2026-06-10 13:46:30,SUCCESS
613,https://news.fnal.gov/tag/machine-learning/page/3/,200,machine learning Archives - Page 3 of 3 - News,0613_news.fnal.gov_tag_machine-learning_page_3.html,0613_news.fnal.gov_tag_machine-learning_page_3.txt,87141,752,2026-06-10 13:46:32,SUCCESS
614,https://news.fnal.gov/tag/machine-learning/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0614_news.fnal.gov_tag_machine-learning_search.html,0614_news.fnal.gov_tag_machine-learning_search.txt,69441,324,2026-06-10 13:46:34,SUCCESS
615,https://news.fnal.gov/tag/fermilab-quantum-institute/,200,Fermilab Quantum Institute Archives - News,0615_news.fnal.gov_tag_fermilab-quantum-institute.html,0615_news.fnal.gov_tag_fermilab-quantum-institute.txt,80806,736,2026-06-10 13:46:36,SUCCESS
616,https://news.fnal.gov/2021/04/new-computing-algorithms-expand-the-boundaries-of-a-quantum-future/,200,New computing algorithms expand the boundaries of a quantum future,0616_news.fnal.gov_2021_04_new-computing-algorithms-expand-t.html,0616_news.fnal.gov_2021_04_new-computing-algorithms-expand-t.txt,97573,1968,2026-06-10 13:46:38,SUCCESS
617,https://news.fnal.gov/tag/data-analysis/,200,data analysis Archives - News,0617_news.fnal.gov_tag_data-analysis.html,0617_news.fnal.gov_tag_data-analysis.txt,73130,588,2026-06-10 13:46:40,SUCCESS
618,https://news.fnal.gov/2021/04/searching-for-stealthy-supersymmetry/,200,Searching for stealthy supersymmetry,0618_news.fnal.gov_2021_04_searching-for-stealthy-supersymme.html,0618_news.fnal.gov_2021_04_searching-for-stealthy-supersymme.txt,85225,872,2026-06-10 13:46:42,SUCCESS
619,https://news.fnal.gov/tag/supersymmetry/,200,supersymmetry Archives - News,0619_news.fnal.gov_tag_supersymmetry.html,0619_news.fnal.gov_tag_supersymmetry.txt,88908,748,2026-06-10 13:46:45,SUCCESS
620,https://news.fnal.gov/tag/sqms/page/3/,200,SQMS Archives - Page 3 of 4 - News,0620_news.fnal.gov_tag_sqms_page_3.html,0620_news.fnal.gov_tag_sqms_page_3.txt,92112,902,2026-06-10 13:46:47,SUCCESS
621,https://news.fnal.gov/tag/quantum-research/,200,quantum research Archives - News,0621_news.fnal.gov_tag_quantum-research.html,0621_news.fnal.gov_tag_quantum-research.txt,71004,457,2026-06-10 13:46:49,SUCCESS
622,https://news.fnal.gov/tag/sqms/page/2/,200,SQMS Archives - Page 2 of 4 - News,0622_news.fnal.gov_tag_sqms_page_2.html,0622_news.fnal.gov_tag_sqms_page_2.txt,92102,875,2026-06-10 13:46:50,SUCCESS
623,https://news.fnal.gov/tag/sqms/page/4/,200,SQMS Archives - Page 4 of 4 - News,0623_news.fnal.gov_tag_sqms_page_4.html,0623_news.fnal.gov_tag_sqms_page_4.txt,88039,1034,2026-06-10 13:46:53,SUCCESS
624,https://news.fnal.gov/tag/sqms/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0624_news.fnal.gov_tag_sqms_search.html,0624_news.fnal.gov_tag_sqms_search.txt,69441,324,2026-06-10 13:46:55,SUCCESS
625,https://news.fnal.gov/tag/muon-g-2/page/15/,200,Muon g-2 Archives - Page 15 of 15 - News,0625_news.fnal.gov_tag_muon-g-2_page_15.html,0625_news.fnal.gov_tag_muon-g-2_page_15.txt,75765,567,2026-06-10 13:46:57,SUCCESS
626,https://news.fnal.gov/tag/sbnd/,200,SBND Archives - News,0626_news.fnal.gov_tag_sbnd.html,0626_news.fnal.gov_tag_sbnd.txt,89404,813,2026-06-10 13:46:59,SUCCESS
627,https://news.fnal.gov/tag/muon-g-2/search,200,Search for hidden chambers using cosmic-ray muons – Public lecture by Mark Adams,0627_news.fnal.gov_tag_muon-g-2_search.html,0627_news.fnal.gov_tag_muon-g-2_search.txt,69441,324,2026-06-10 13:47:01,SUCCESS
